ID,Parameter,Symbol,Conditions,Min,Typ,Max,Guarantee Level,Export to datasheet,ID,Name,ID,Test Name,Test Number
,,,,,,,,,HZ06-MVPHUB-627,IL_RESET,HZ06-MVPATE-627,IL_RESET,445
HZ06-PSPEC2-180,Input Capacitance,,,,3,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-181,Output Voltage High,V OH,"I OH = 4mA, normal drive mode",V DVDD  - 0.3,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1056,Voh_BCLK_01,HZ06-MVPATE-1056,Voh_BCLK_01,8165
,,,,,,,,,HZ06-MVPHUB-1055,Voh_DOUT_01,HZ06-MVPATE-1055,Voh_DOUT_01,8160
,,,,,,,,,HZ06-MVPHUB-1058,Voh_ICC_01,HZ06-MVPATE-1058,Voh_ICC_01,8175
,,,,,,,,,HZ06-MVPHUB-1057,Voh_LRCLK_01,HZ06-MVPATE-1057,Voh_LRCLK_01,8170
HZ06-PSPEC2-182,Output Voltage Low,V OL,"I OL = 4mA, normal drive mode",,,0.3,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1072,Vol_BCLK_01,HZ06-MVPATE-1072,Vol_BCLK_01,8145
,,,,,,,,,HZ06-MVPHUB-1071,Vol_DOUT_01,HZ06-MVPATE-1071,Vol_DOUT_01,8140
,,,,,,,,,HZ06-MVPHUB-1074,Vol_ICC_01,HZ06-MVPATE-1074,Vol_ICC_01,8155
,,,,,,,,,HZ06-MVPHUB-1073,Vol_LRCLK_01,HZ06-MVPATE-1073,Vol_LRCLK_01,8150
HZ06-PSPEC2-183,Output Current,I OH,Highest drive mode,,16,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1064,Voh_BCLK_11,HZ06-MVPATE-1064,Voh_BCLK_11,8245
,,,,,,,,,HZ06-MVPHUB-1063,Voh_DOUT_11,HZ06-MVPATE-1063,Voh_DOUT_11,8240
,,,,,,,,,HZ06-MVPHUB-1066,Voh_ICC_11,HZ06-MVPATE-1066,Voh_ICC_11,8255
,,,,,,,,,HZ06-MVPHUB-1065,Voh_LRCLK_11,HZ06-MVPATE-1065,Voh_LRCLK_11,8250
,,,,,,,,,HZ06-MVPHUB-1080,Vol_BCLK_11,HZ06-MVPATE-1080,Vol_BCLK_11,8225
,,,,,,,,,HZ06-MVPHUB-1079,Vol_DOUT_11,HZ06-MVPATE-1079,Vol_DOUT_11,8220
,,,,,,,,,HZ06-MVPHUB-1082,Vol_ICC_11,HZ06-MVPATE-1082,Vol_ICC_11,8235
,,,,,,,,,HZ06-MVPHUB-1081,Vol_LRCLK_11,HZ06-MVPATE-1081,Vol_LRCLK_11,8230
HZ06-PSPEC2-184,Output Current,I OH,High drive mode,,12,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1060,Voh_BCLK_10,HZ06-MVPATE-1060,Voh_BCLK_10,8205
,,,,,,,,,HZ06-MVPHUB-1059,Voh_DOUT_10,HZ06-MVPATE-1059,Voh_DOUT_10,8200
,,,,,,,,,HZ06-MVPHUB-1062,Voh_ICC_10,HZ06-MVPATE-1062,Voh_ICC_10,8215
,,,,,,,,,HZ06-MVPHUB-1061,Voh_LRCLK_10,HZ06-MVPATE-1061,Voh_LRCLK_10,8210
,,,,,,,,,HZ06-MVPHUB-1076,Vol_BCLK_10,HZ06-MVPATE-1076,Vol_BCLK_10,8185
,,,,,,,,,HZ06-MVPHUB-1075,Vol_DOUT_10,HZ06-MVPATE-1075,Vol_DOUT_10,8180
,,,,,,,,,HZ06-MVPHUB-1078,Vol_ICC_10,HZ06-MVPATE-1078,Vol_ICC_10,8195
,,,,,,,,,HZ06-MVPHUB-1077,Vol_LRCLK_10,HZ06-MVPATE-1077,Vol_LRCLK_10,8190
HZ06-PSPEC2-185,Output Current,I OH,Normal drive mode,,8,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1056,Voh_BCLK_01,HZ06-MVPATE-1056,Voh_BCLK_01,8165
,,,,,,,,,HZ06-MVPHUB-1055,Voh_DOUT_01,HZ06-MVPATE-1055,Voh_DOUT_01,8160
,,,,,,,,,HZ06-MVPHUB-1058,Voh_ICC_01,HZ06-MVPATE-1058,Voh_ICC_01,8175
,,,,,,,,,HZ06-MVPHUB-1057,Voh_LRCLK_01,HZ06-MVPATE-1057,Voh_LRCLK_01,8170
,,,,,,,,,HZ06-MVPHUB-1072,Vol_BCLK_01,HZ06-MVPATE-1072,Vol_BCLK_01,8145
,,,,,,,,,HZ06-MVPHUB-1071,Vol_DOUT_01,HZ06-MVPATE-1071,Vol_DOUT_01,8140
,,,,,,,,,HZ06-MVPHUB-1074,Vol_ICC_01,HZ06-MVPATE-1074,Vol_ICC_01,8155
,,,,,,,,,HZ06-MVPHUB-1073,Vol_LRCLK_01,HZ06-MVPATE-1073,Vol_LRCLK_01,8150
HZ06-PSPEC2-186,Output Current,I OH,Reduced drive mode,,4,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-1068,Voh_BCLK_00,HZ06-MVPATE-1068,Voh_BCLK_00,8125
,,,,,,,,,HZ06-MVPHUB-1067,Voh_DOUT_00,HZ06-MVPATE-1067,Voh_DOUT_00,8120
,,,,,,,,,HZ06-MVPHUB-1070,Voh_ICC_00,HZ06-MVPATE-1070,Voh_ICC_00,8135
,,,,,,,,,HZ06-MVPHUB-1069,Voh_LRCLK_00,HZ06-MVPATE-1069,Voh_LRCLK_00,8130
,,,,,,,,,HZ06-MVPHUB-1084,Vol_BCLK_00,HZ06-MVPATE-1084,Vol_BCLK_00,8105
,,,,,,,,,HZ06-MVPHUB-1083,Vol_DOUT_00,HZ06-MVPATE-1083,Vol_DOUT_00,8100
,,,,,,,,,HZ06-MVPHUB-1086,Vol_ICC_00,HZ06-MVPATE-1086,Vol_ICC_00,8115
,,,,,,,,,HZ06-MVPHUB-1085,Vol_LRCLK_00,HZ06-MVPATE-1085,Vol_LRCLK_00,8110
HZ06-PSPEC2-187,Input Voltage High,V IH,,0.7 x V DVDD,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1045,Vih_SCL,HZ06-MVPATE-1045,Vih_SCL,8075
,,,,,,,,,HZ06-MVPHUB-1046,Vih_SDA,HZ06-MVPATE-1046,Vih_SDA,8080
HZ06-PSPEC2-188,Input Voltage Low,V IL,,,,0.3 x V DVDD,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1035,Vil_SCL,HZ06-MVPATE-1035,Vil_SCL,8030
,,,,,,,,,HZ06-MVPHUB-1036,Vil_SDA,HZ06-MVPATE-1036,Vil_SDA,8035
HZ06-PSPEC2-189,Input Hysteresis,V HYST,,,200,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-190,Input Capacitance,C IN,,,10,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-191,Input High Leakage Current,,"T A  = +25°C, Input High",-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-641,IH_SCL,HZ06-MVPATE-641,IH_SCL,515
,,,,,,,,,HZ06-MVPHUB-640,IH_SDA,HZ06-MVPATE-640,IH_SDA,510
HZ06-PSPEC2-192,Input Low Leakage Current,,"T A  = +25°C, Input Low",-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-624,IL_SCL,HZ06-MVPATE-624,IL_SCL,430
,,,,,,,,,HZ06-MVPHUB-623,IL_SDA,HZ06-MVPATE-623,IL_SDA,425
HZ06-PSPEC2-193,Output Low Voltage,V OL,I SINK  = 4mA,,,0.4,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1050,Vol_IRQ,HZ06-MVPATE-1050,Vol_IRQ,8260
,,,,,,,,,HZ06-MVPHUB-1049,Vol_SDA,HZ06-MVPATE-1049,Vol_SDA,8265
HZ06-PSPEC2-194,Output High Leakage Current,I OH,T A  = +25°C,-1,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-640,IH_SDA,HZ06-MVPATE-640,IH_SDA,510
HZ06-PSPEC2-195,LRCLK Frequency,f LRCLK,,8,,192,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1913,LRCLK Frequency Max,HZ06-MVPATE-1941,LRCLK Frequency Max,7022
,,,,,,,,,HZ06-MVPHUB-1912,LRCLK Frequency Min,HZ06-MVPATE-1940,LRCLK Frequency Min,7021
HZ06-PSPEC2-196,Maximum MDLL Source Clock Low-Frequency Jitter,,"Maximum allowable jitter before -20dBFS, 20kHz input has 1dB reduction in THD+N. RMS jitter ≤ 40kHz, DRE enabled",,0.2,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-197,Maximum MDLL Source Clock High-Frequency Jitter,,"Maximum allowable jitter before -60dBFS, 20kHz input has 1dB reduction in THD+N. RMS jitter > 40kHz, DRE enabled",,1,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-198,BCLK Inactive Edge to LRCLK Delay,t CLKSYNC,,,,28,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
HZ06-PSPEC2-199,DIN to BCLK Active Edge Setup Time,t SETUP,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-1109,tSETUP_din_bclk,HZ06-MVPATE-1109,tSETUP_din_bclk,8435
,,,,,,,,,HZ06-MVPHUB-1129,tSETUP_din_bclk_Hi,HZ06-MVPATE-1129,tSETUP_din_bclk_Hi,8565
,,,,,,,,,HZ06-MVPHUB-1119,tSETUP_din_bclk_Lo,HZ06-MVPATE-1119,tSETUP_din_bclk_Lo,8500
HZ06-PSPEC2-200,DIN to BCLK Active Edge Hold Time,t HOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-1111,tHOLD_din_bclk,HZ06-MVPATE-1111,tHOLD_din_bclk,8440
,,,,,,,,,HZ06-MVPHUB-1131,tHOLD_din_bclk_Hi,HZ06-MVPATE-1131,tHOLD_din_bclk_Hi,8570
,,,,,,,,,HZ06-MVPHUB-1121,tHOLD_din_bclk_Lo,HZ06-MVPATE-1121,tHOLD_din_bclk_Lo,8505
HZ06-PSPEC2-201,BCLK or LRCLK Rise and Fall Times,"t r , t f","C L  = 30pF, Normal drive mode",,5,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
HZ06-PSPEC2-202,BCLK Cycle Time,t BCLK,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1107,tBCLKH,HZ06-MVPATE-1107,tBCLKH,8425
,,,,,,,,,HZ06-MVPHUB-1127,tBCLKH_Hi,HZ06-MVPATE-1127,tBCLKH_Hi,8555
,,,,,,,,,HZ06-MVPHUB-1117,tBCLKH_Lo,HZ06-MVPATE-1117,tBCLKH_Lo,8490
,,,,,,,,,HZ06-MVPHUB-1108,tBCLKL,HZ06-MVPATE-1108,tBCLKL,8430
,,,,,,,,,HZ06-MVPHUB-1128,tBCLKL_Hi,HZ06-MVPATE-1128,tBCLKL_Hi,8560
,,,,,,,,,HZ06-MVPHUB-1118,tBCLKL_Lo,HZ06-MVPATE-1118,tBCLKL_Lo,8495
HZ06-PSPEC2-203,BCLK Duty Cycle,DC,,40,,60,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1107,tBCLKH,HZ06-MVPATE-1107,tBCLKH,8425
,,,,,,,,,HZ06-MVPHUB-1127,tBCLKH_Hi,HZ06-MVPATE-1127,tBCLKH_Hi,8555
,,,,,,,,,HZ06-MVPHUB-1117,tBCLKH_Lo,HZ06-MVPATE-1117,tBCLKH_Lo,8490
,,,,,,,,,HZ06-MVPHUB-1108,tBCLKL,HZ06-MVPATE-1108,tBCLKL,8430
,,,,,,,,,HZ06-MVPHUB-1128,tBCLKL_Hi,HZ06-MVPATE-1128,tBCLKL_Hi,8560
,,,,,,,,,HZ06-MVPHUB-1118,tBCLKL_Lo,HZ06-MVPATE-1118,tBCLKL_Lo,8495
HZ06-PSPEC2-204,LRCLK to BCLK Active Edge Setup Time,t SYNCSET,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1110,tSYNCSET_lrclk_bclk,HZ06-MVPATE-1110,tSYNCSET_lrclk_bclk,8445 8455
,,,,,,,,,HZ06-MVPHUB-1130,tSYNCSET_lrclk_bclk_Hi,HZ06-MVPATE-1130,tSYNCSET_lrclk_bclk_Hi,8575 8585
,,,,,,,,,HZ06-MVPHUB-1120,tSYNCSET_lrclk_bclk_Lo,HZ06-MVPATE-1120,tSYNCSET_lrclk_bclk_Lo,8510 8520
HZ06-PSPEC2-205,LRCLK to BCLK Active Edge Hold Time,t SYNCHOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1112,tSYNCHOLD_lrclk_bclk,HZ06-MVPATE-1112,tSYNCHOLD_lrclk_bclk,8450 8560
,,,,,,,,,HZ06-MVPHUB-1132,tSYNCHOLD_lrclk_bclk_Hi,HZ06-MVPATE-1132,tSYNCHOLD_lrclk_bclk_Hi,8580 8590
,,,,,,,,,HZ06-MVPHUB-1122,tSYNCHOLD_lrclk_bclk_Lo,HZ06-MVPATE-1122,tSYNCHOLD_lrclk_bclk_Lo,8515 8525
HZ06-PSPEC2-206,DIN to BCLK Active Edge Setup Time,t SETUP,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1109,tSETUP_din_bclk,HZ06-MVPATE-1109,tSETUP_din_bclk,8435
,,,,,,,,,HZ06-MVPHUB-1129,tSETUP_din_bclk_Hi,HZ06-MVPATE-1129,tSETUP_din_bclk_Hi,8565
,,,,,,,,,HZ06-MVPHUB-1119,tSETUP_din_bclk_Lo,HZ06-MVPATE-1119,tSETUP_din_bclk_Lo,8500
HZ06-PSPEC2-207,DIN to BCLK Active Edge Hold Time,t HOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1111,tHOLD_din_bclk,HZ06-MVPATE-1111,tHOLD_din_bclk,8440
,,,,,,,,,HZ06-MVPHUB-1131,tHOLD_din_bclk_Hi,HZ06-MVPATE-1131,tHOLD_din_bclk_Hi,8570
,,,,,,,,,HZ06-MVPHUB-1121,tHOLD_din_bclk_Lo,HZ06-MVPATE-1121,tHOLD_din_bclk_Lo,8505
HZ06-PSPEC2-208,BCLK Inactive Edge to DOUT Delay,t CLKTX,,,,28,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1114,tCLKTX 1.8V,HZ06-MVPATE-1114,tCLKTX 1.8V,8415
,,,,,,,,,HZ06-MVPHUB-1135,tCLKTX_Hi,HZ06-MVPATE-1135,tCLKTX_Hi,8545
,,,,,,,,,HZ06-MVPHUB-1125,tCLKTX_Lo,HZ06-MVPATE-1125,tCLKTX_Lo,8480
HZ06-PSPEC2-209,BCLK Active Edge to DOUT HIZ Delay,t HIZ,,4,,30,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1115,tHIZ,HZ06-MVPATE-1115,tHIZ,8410
,,,,,,,,,HZ06-MVPHUB-1136,tHIZ_Hi,HZ06-MVPATE-1136,tHIZ_Hi,8540
,,,,,,,,,HZ06-MVPHUB-1126,tHIZ_Lo,HZ06-MVPATE-1126,tHIZ_Lo,8475
HZ06-PSPEC2-210,BCLK Inactive Edge to DOUT Active Delay,t ACTV,,0,,28,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1113,tACTV 1.8V,HZ06-MVPATE-1113,tACTV 1.8V,8405
,,,,,,,,,HZ06-MVPHUB-1134,tACTV_Hi,HZ06-MVPATE-1134,tACTV_Hi,8535
,,,,,,,,,HZ06-MVPHUB-1124,tACTV_Lo,HZ06-MVPATE-1124,tACTV_Lo,8470
HZ06-PSPEC2-211,ICC to BCLK Active Edge Setup Time,t SETUP,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1900,ICC to BCLK Active Edge Setup Time,HZ06-MVPATE-1932,tSETUP,9810
HZ06-PSPEC2-212,ICC to BCLK Active Edge Hold Time,t HOLD,,4,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1905,ICC to BCLK Active Edge Hold Time,HZ06-MVPATE-1933,tHOLD,9815
HZ06-PSPEC2-213,BCLK Inactive Edge to ICC Delay,t CLKTX,,,,28,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1901,BCLK Inactive Edge to ICC Delay,HZ06-MVPATE-1931,tCLKTX_riseBCLK,9927
,,,,,,,,,HZ06-MVPHUB-1908,BCLK Inactive Edge to ICC Delay,HZ06-MVPATE-1936,tCLKTX_fallBCLK,9930
HZ06-PSPEC2-214,BCLK Active Edge to ICC HIZ Delay,t HIZ,,4,,30,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1902,BCLK Active Edge to ICC HIZ Delay,HZ06-MVPATE-1930,tHIZ_riseBCLK,9928
,,,,,,,,,HZ06-MVPHUB-1907,BCLK Active Edge to ICC HIZ Delay,HZ06-MVPATE-1935,tHIZ_fallBCLK,9931
HZ06-PSPEC2-215,BCLK Inactive Edge to ICC Active Delay,t ACTV,,0,,28,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1903,BCLK Inactive Edge to ICC Active Delay,HZ06-MVPATE-1929,tACTV_riseBCLK,9926
,,,,,,,,,HZ06-MVPHUB-1906,BCLK Inactive Edge to ICC Active Delay,HZ06-MVPATE-1934,tACTV_fallBCLK,9929
HZ06-PSPEC2-217,PDMRXCLK Frequency,1/t PDMRXCLK,,2.681,3.072,3.226,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1931,swingHi_2p618,HZ06-MVPATE-1964,swingHi_2p618,7505
,,,,,,,,,HZ06-MVPHUB-1932,swingLo_3p226,HZ06-MVPATE-1965,swingLo_3p226,7510
HZ06-PSPEC2-218,PDMRXCLK High Time,t PDMRXCLK_HIGH,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1745,t_high_+_1p8V,HZ06-MVPATE-1776,t_high_+_1p8V,9230
,,,,,,,,,HZ06-MVPHUB-1744,t_high_-_rx_1p8V,HZ06-MVPATE-1775,t_high_-_rx_1p8V,9250
HZ06-PSPEC2-219,PDMRXCLK Low Time,t PDMRXCLK_LOW,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1747,t_low_+_rx_1p8V,HZ06-MVPATE-1778,t_low_+_rx_1p8V,
,,,,,,,,,HZ06-MVPHUB-1746,t_low_-_rx_1p8V,HZ06-MVPATE-1777,t_low_-_rx_1p8V,
HZ06-PSPEC2-220,Maximum PDMRXCLK Source Clock Low-Frequency Jitter,,"Maximum allowable jitter before -20dBFS, 20kHz input has 1dB reduction in THD+N, RMS jitter ≤ 40kHz, DRE enabled",,0.2,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-221,Maximum PDMRXCLK Source Clock High-Frequency Jitter,,"Maximum allowable jitter before -60dBFS, 20kHz input has 1dB reduction in THD+N, RMS jitter > 40kHz, DRE enabled",,1,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-253,Full Scale PDM Input Level,,Modulation index for full-scale DAC output,,50,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-222,PDMRXDAT to PDMRXCLK Setup Time,t SETUP,,10,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1740,tsetup_+_rx_1p8V,HZ06-MVPATE-1771,tsetup_+_rx_1p8V,9220
,,,,,,,,,HZ06-MVPHUB-1741,tsetup_-_rx_1p8V,HZ06-MVPATE-1772,tsetup_-_rx_1p8V,9240
HZ06-PSPEC2-223,PDMRXCLK to PDMRXDAT Hold Time,t HOLD,,0,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1742,thold_+_rx_1p8V,HZ06-MVPATE-1773,thold_+_rx_1p8V,9225
,,,,,,,,,HZ06-MVPHUB-1743,thold_-_rx_1p8V,HZ06-MVPATE-1774,thold_-_rx_1p8V,9245
HZ06-PSPEC2-225,PDMTXCLK Frequency,1/t PDMTXCLK,,2.681,3.072,3.226,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-226,PDMTXCLK High Time,t PDMTXCLK_HIGH,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1752,tPDMTXCLK_HIGH,HZ06-MVPATE-1783,tPDMTXCLK_HIGH,9651
HZ06-PSPEC2-227,PDMTXCLK Low Time,t PDMTXCLK_LOW,,80,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1753,tPDMTXCLK_LOW,HZ06-MVPATE-1784,tPDMTXCLK_LOW,9652
HZ06-PSPEC2-228,Maximum RMS PDMTXCLK Jitter,,,,2,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-229,PDMTXCLK to PDMTXDAT Delay,t DD,,0,,30,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1750,tDD_0f_tx,HZ06-MVPATE-1781,tDD_0f_tx,9649
,,,,,,,,,HZ06-MVPHUB-1749,tDD_0r_tx,HZ06-MVPATE-1780,tDD_0r_tx,9648
,,,,,,,,,HZ06-MVPHUB-1748,tDD_1f_tx,HZ06-MVPATE-1779,tDD_1f_tx,9647
,,,,,,,,,HZ06-MVPHUB-1751,tDD_1r_tx,HZ06-MVPATE-1782,tDD_1r_tx,9650
HZ06-PSPEC2-233,Serial Clock Frequency,f SCL,,0,,1000,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-656,Release from /RESET,HZ06-MVPATE-656,Turn_on_time,620
HZ06-PSPEC2-234,Bus Free Time Between STOP and START Conditions,t BUF,,0.5,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1163,t_BUF,HZ06-MVPATE-1163,t_BUF,8670
HZ06-PSPEC2-235,Hold Time (Repeated) START Condition,"t HD,STA",,0.26,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1160,"t_HD, STA",HZ06-MVPATE-1160,"t_HD, STA",8655
HZ06-PSPEC2-236,SCL Pulse-Width Low,t LOW,,0.5,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1153,t_LOW,HZ06-MVPATE-1153,t_LOW,8650
HZ06-PSPEC2-237,SCL Pulse-Width High,t HIGH,,0.26,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1154,t_HIGH,HZ06-MVPATE-1154,t_HIGH,8645
HZ06-PSPEC2-238,Setup Time for a Repeated START Condition,"t SU,STA",,0.26,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1159,"t_SU, STA",HZ06-MVPATE-1159,"t_SU, STA",8665
HZ06-PSPEC2-239,Data Hold Time,"t HD,DAT",,0,,900,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1156,"t_HD, DAT",HZ06-MVPATE-1156,"t_HD, DAT",8615 8620
HZ06-PSPEC2-240,Data Setup Time,"t SU,DAT",,50,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1155,"t_SU, DAT",HZ06-MVPATE-1155,"t_SU, DAT",8605 8610
HZ06-PSPEC2-241,SDA and SCL Receiving Rise Time,t R,(Note 2),20 + 0.1C B,,120,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1157,t_R,HZ06-MVPATE-1157,t_R,8605
HZ06-PSPEC2-242,SDA and SCL Receiving Fall Time,t F,(Note 2),20 + 0.1C B,,120,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1158,t_F,HZ06-MVPATE-1158,t_F,8610
HZ06-PSPEC2-243,SDA Transmitting Fall Time,t F,V DVDD  = 1.71V,20,,120,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1927,Tf(Tx)_270pF,HZ06-MVPATE-1960,Tf(Tx)_270pF,8675
HZ06-PSPEC2-244,Setup Time for STOP Condition,"t SU,STO",,0.26,,,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1162,"t_SU, STO",HZ06-MVPATE-1162,"t_SU, STO",8660
HZ06-PSPEC2-245,Bus Capacitance,C B,,,,550,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1927,Tf(Tx)_270pF,HZ06-MVPATE-1960,Tf(Tx)_270pF,8675
,,,,,,,,,HZ06-MVPHUB-1929,Tf_Rx_Fall_270pF,HZ06-MVPATE-1962,Tf_Rx_Fall_270pF,8630
,,,,,,,,,HZ06-MVPHUB-1928,Tr_Rx_Rise_270pF,HZ06-MVPATE-1961,Tr_Rx_Rise_270pF,8625
HZ06-PSPEC2-246,Pulse Width of Suppressed Spike,t SP,,0,,50,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-1161,t_SP,HZ06-MVPATE-1161,t_SP,8680
HZ06-PSPEC2-248,Minimum /RESET Low Time,t RESET_LOW,Minimum low time for /RESET to ensure device shutdown,,1,,VI - Internal Design Target,Yes,,,,,
