ID,Parameter,Symbol,Conditions,Min,Typ,Max,Guarantee Level,Export to datasheet,ID,Name,ID,Test Name,Test Number,Test #,Test Name,Test Type,Temp,Unit,Mean,Median,Standard Deviation,Min,Max,Unnamed: 10,Default Scales?,Process Dependent,Scale (Down),Offset (Down),Scale (Up),Offset (Up),N Sigma (Down),N Sigma (Up),GBD No Scale Min,GBD No Scale Max,GBD Min,GBD Max,EC/QA Low Limit (from tester),EC/QA High Limit (from tester),EC/QA Low Limit (Override),EC/QA High Limit (Override),EC / QA Min (Input),EC / QA Max (Input),GB Type,Tester Accuracy,HW Component Accuracy,T2T Gage or Combined Gage Sigma,B2B Gage Sigma,Correlation Target,Correlation Delta Min,Correlation Delta Max,Insertion Repeatability,Supply Mean Shift,Correlation Components Required?,Calculation Blank?,GB Test Type?,Limits Method,Temperature Components Required?,Means of Temperatures tested,Temperature Mean Shift (Min),Temperature Mean Shift (Max),NegDrift,PosDrift,Temperature Sigma Drift,Temperature Sigma Drift.1,Temperature Sigma Shift (Min),Temperature Sigma Shift (Max),Calculated Gage Components,Valid NegDrift,Valid PosDrift,EC Shift (Min),EC Shift (Max),Uncertainty GB (Min),Uncertainty GB (Max),Default Guardband (Min),Default Guardband (Max),Calculated Guardband (Min),Calculated Guardband (Max),Override Guardband (Min),Override Guardband (Max),Applied Guardband (Min),Applied Guardband (Max),Calc EC?,EC / QA Min (Output),EC / QA Max (Output),FT Min,FT Max,(For Calc Only) SPF (Min),(For Calc Only) SPF (Max),(For Calc Only) FT SPF (Min),(For Calc Only) FT SPF (Min).1,"QA
GBD
HZ06-PSPEC2-20,Hardware Shutdown Supply Current,I DVDD (SHDN_HW),"/RESET = 0, T A  = +25°C",,,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-945,DVDD_Ishdn_hw,HZ06-MVPATE-945,DVDD_Ishdn_hw,1710,HWSHDN_IDVDD DVDD 12.b2 <> HWSHDN_IDVDD,uA,0.00722,0.00283,12.611,HWSHDN_IDVDD DVDD 12.b2 <> HWSHDN_IDVDD,uA,0.184,0.00772,12.245,HWSHDN_IDVDD DVDD 12.b2 <> HWSHDN_IDVDD,uA,0.0008179999999999999,0.0025399999999999997,13.209
HZ06-PSPEC2-22,System Efficiency,η,"P OUT  = 1.2W, f = 1kHz, Z SPK  = 8Ω+33µH",,82,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-280,System Efficiency,η,"P OUT  = 1.2W, f = 1kHz, Z SPK  = 8Ω+33µH, V VBAT  = 4.3V, V PVDD  = 10V",,83,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-343,System Efficiency,η,"P OUT  = 1.2W, f = 1kHz, Z SPK  = 4Ω+33µH",,TBD,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-269,System Efficiency,η,"P OUT  = TBD W, f = 1kHz, Z SPK  = 8Ω+33µH, boost bypassed, 1/4 size output FETs",,TBD,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-24,Turn On Time,t ON,"Time from EN active to class-D amplifier on, SPK_SPEEDUP = 0, AMP_VOL_RMPUP_BYPASS = 0",,3.7,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1004,SPK_Turn_On_Time,HZ06-MVPATE-1004,SPK_Turn_On_Time,7025,Turn_on_Time  -1 <> Turn_on_Time,ms,4.184265,0.0113,122.94,Turn_on_Time  -1 <> Turn_on_Time,ms,4.157337999999999,0.0448,30.911,Turn_on_Time  -1 <> Turn_on_Time,ms,4.255682,0.0452,31.419
HZ06-PSPEC2-355,Turn On Time,t ON,"Time from EN active to class-D amplifier on, SPK_SPEEDUP = 1, AMP_VOL_RMPUP_BYPASS = 1",,1.35,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-356,Turn On Time,t ON,"Time from SPK_EN active to class-D amplifier on, SPK_SPEEDUP = 1, AMP_VOL_RMPUP_BYPASS = 1",,200,,VI - Internal Design Target,Yes,,,,,
HZ06-PSPEC2-266,Turn On Time,t ON,"Time from I2C programming to boost on, SPK_SPEEDUP = 0, BST_SLOWSTART = 0",,1.2,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-267,Turn On Time,t ON,"Time from I2C programming to boost on, SPK_SPEEDUP = 0, BST_SLOWSTART = 1",,12.2,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-268,Turn On Time,t ON,"Time from boost on to audio out, SPK_SPEEDUP = 0",,3.15,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-25,Soft Start Time,t STR,  ,,1.4,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-806,BST soft start Timer,HZ06-MVPATE-806,BST soft start Timer,2615,BST_SS_Timer  -1 <> BST_SS_Timer,mS,1.46484,0.0,n/a,BST_SS_Timer  -1 <> BST_SS_Timer,mS,1.46484,0.0,n/a,BST_SS_Timer  -1 <> BST_SS_Timer,mS,1.46484,0.0,n/a
HZ06-PSPEC2-25,Soft Start Time,t STR,  ,,1.4,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-1930,BST_SSCLK_Freq,HZ06-MVPATE-1963,BST_SSCLK_Freq,4015,Bst_SSCLK_Freq  -1 <> Bst_SSCLK_Freq,kHz,172.2788,0.9570000000000001,2.536,Bst_SSCLK_Freq  -1 <> Bst_SSCLK_Freq,kHz,203.3011,8.854603,6.29E-01,Bst_SSCLK_Freq  -1 <> Bst_SSCLK_Freq,kHz,172.1578,0.78,3.059
HZ06-PSPEC2-26,LX leakage current,I LX_LEAK,"T A  = 25°C, LX from 0V to 4.5V",-1,0,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-639,IH_LX,HZ06-MVPATE-639,IH_LX,505,iLeak_hi_LX  -1 <> iLeak_hi_LX,uA,0.0027199999999999998,0.0022199999999999998,149.555,iLeak_hi_LX  -1 <> iLeak_hi_LX,uA,0.00305,0.00164,202.821,iLeak_hi_LX  -1 <> iLeak_hi_LX,uA,0.00281,0.00147,225.995
HZ06-PSPEC2-26,LX leakage current,I LX_LEAK,"T A  = 25°C, LX from 0V to 4.5V",-1,0,1,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-622,IL_LX,HZ06-MVPATE-622,IL_LX,420,iLeak_lo_LX lx 4.a2 <> iLeak_lo_LX,uA,0.00148,0.00227,146.323,iLeak_lo_LX lx 4.a2 <> iLeak_lo_LX,uA,-0.00611,0.00162,204.835,iLeak_lo_LX lx 4.a2 <> iLeak_lo_LX,uA,0.00256,0.00141,235.073
HZ06-PSPEC2-27,Startup Input Current Limit,I STARTUP,,,0.5,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-837,BST_Ix0_GNG,HZ06-MVPATE-837,BST_Ix0_GNG,3300,2p65_BST_Ilim_0x00  -1 <> 2p65_BST_Ilim_0x00,m,1000.0,4.575482,7.23,2p65_BST_Ilim_0x00  -1 <> 2p65_BST_Ilim_0x00,m,984.7599,9.239116000000001,2.697,2p65_BST_Ilim_0x00  -1 <> 2p65_BST_Ilim_0x00,m,1020.0,25.98999,8.82E-01
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-838,BST_Ix1_GNG,HZ06-MVPATE-838,BST_Ix1_GNG,3310,2p65_BST_Ilim_0x01  -1 <> 2p65_BST_Ilim_0x01,m,1050.0,4.573657,14.565,2p65_BST_Ilim_0x01  -1 <> 2p65_BST_Ilim_0x01,m,1030.0,9.788427,6.232,2p65_BST_Ilim_0x01  -1 <> 2p65_BST_Ilim_0x01,m,1070.0,28.99318,2.066
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-839,BST_Ix2_GNG,HZ06-MVPATE-839,BST_Ix2_GNG,3320,2p65_BST_Ilim_0x02  -1 <> 2p65_BST_Ilim_0x02,m,1100.0,4.350211,15.294,2p65_BST_Ilim_0x02  -1 <> 2p65_BST_Ilim_0x02,m,1080.0,10.29457,5.902,2p65_BST_Ilim_0x02  -1 <> 2p65_BST_Ilim_0x02,m,1120.0,32.1571,1.873
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-852,BST_Ix3F_GNG,HZ06-MVPATE-852,BST_Ix3F_GNG,3930,2p65_BST_Ilim_0x3F  -1 <> 2p65_BST_Ilim_0x3F,0,4.105454,0.0134,10.031,2p65_BST_Ilim_0x3F  -1 <> 2p65_BST_Ilim_0x3F,0,0.7490000000000001,0.402,n/a,2p65_BST_Ilim_0x3F  -1 <> 2p65_BST_Ilim_0x3F,0,4.146601,0.0198,n/a
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-840,BST_Ix3_GNG,HZ06-MVPATE-840,BST_Ix3_GNG,3330,2p65_BST_Ilim_0x03  -1 <> 2p65_BST_Ilim_0x03,m,1150.0,4.445724,14.953,2p65_BST_Ilim_0x03  -1 <> 2p65_BST_Ilim_0x03,m,1130.0,10.42189,5.806,2p65_BST_Ilim_0x03  -1 <> 2p65_BST_Ilim_0x03,m,1170.0,35.214,1.717
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-841,BST_Ix4_GNG,HZ06-MVPATE-841,BST_Ix4_GNG,3340,2p65_BST_Ilim_0x04  -1 <> 2p65_BST_Ilim_0x04,0,1.2025549999999998,0.0044399999999999995,14.814,2p65_BST_Ilim_0x04  -1 <> 2p65_BST_Ilim_0x04,0,1.184806,0.0107,5.745,2p65_BST_Ilim_0x04  -1 <> 2p65_BST_Ilim_0x04,0,1.221767,0.0391,1.52
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-842,BST_Ix5_GNG,HZ06-MVPATE-842,BST_Ix5_GNG,3350,2p65_BST_Ilim_0x05  -1 <> 2p65_BST_Ilim_0x05,0,1.2522520000000001,0.00461,14.287,2p65_BST_Ilim_0x05  -1 <> 2p65_BST_Ilim_0x05,0,1.233744,0.0106,5.439,2p65_BST_Ilim_0x05  -1 <> 2p65_BST_Ilim_0x05,0,1.271184,0.0423,1.331
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-843,BST_Ix6_GNG,HZ06-MVPATE-843,BST_Ix6_GNG,3360,2p65_BST_Ilim_0x06  -1 <> 2p65_BST_Ilim_0x06,0,1.3033620000000001,0.00447,14.668,2p65_BST_Ilim_0x06  -1 <> 2p65_BST_Ilim_0x06,0,1.2850549999999998,0.0107,5.476,2p65_BST_Ilim_0x06  -1 <> 2p65_BST_Ilim_0x06,0,1.32178,0.0458,1.225
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-844,BST_Ix7_GNG,HZ06-MVPATE-844,BST_Ix7_GNG,3370,2p65_BST_Ilim_0x07  -1 <> 2p65_BST_Ilim_0x07,0,1.3538219999999999,0.0046,14.208,2p65_BST_Ilim_0x07  -1 <> 2p65_BST_Ilim_0x07,0,1.335191,0.0107,5.475,2p65_BST_Ilim_0x07  -1 <> 2p65_BST_Ilim_0x07,0,1.371853,0.0491,1.073
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-845,BST_Ix8_GNG,HZ06-MVPATE-845,BST_Ix8_GNG,3380,2p65_BST_Ilim_0x08  -1 <> 2p65_BST_Ilim_0x08,0,1.406616,0.00491,13.121,2p65_BST_Ilim_0x08  -1 <> 2p65_BST_Ilim_0x08,0,1.387823,0.0108,5.512,2p65_BST_Ilim_0x08  -1 <> 2p65_BST_Ilim_0x08,0,1.424203,0.0527,1.049
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-846,BST_Ix9_GNG,HZ06-MVPATE-846,BST_Ix9_GNG,3390,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,0,1.454283,0.00483,13.498,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,0,1.434991,0.0107,5.148,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,0,1.471694,0.0559,9.43E-01
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-847,BST_IxA_GNG,HZ06-MVPATE-847,BST_IxA_GNG,3400,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,0,1.505123,0.00475,10.165,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,0,1.4856770000000001,0.0106,3.787,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,0,1.522229,0.0594,6.33E-01
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-848,BST_IxB_GNG,HZ06-MVPATE-848,BST_IxB_GNG,3410,2p65_BST_Ilim_0x0B  -1 <> 2p65_BST_Ilim_0x0B,0,1.554985,0.0047799999999999995,13.602,2p65_BST_Ilim_0x0B  -1 <> 2p65_BST_Ilim_0x0B,0,1.534992,0.0106,5.197,2p65_BST_Ilim_0x0B  -1 <> 2p65_BST_Ilim_0x0B,0,1.5719040000000002,0.0628,8.39E-01
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-849,BST_IxC_GNG,HZ06-MVPATE-849,BST_IxC_GNG,3420,2p65_BST_Ilim_0x0C  -1 <> 2p65_BST_Ilim_0x0C,0,1.609019,0.00484,13.141,2p65_BST_Ilim_0x0C  -1 <> 2p65_BST_Ilim_0x0C,0,1.5887360000000001,0.0109,5.154,2p65_BST_Ilim_0x0C  -1 <> 2p65_BST_Ilim_0x0C,0,1.625326,0.0666,7.75E-01
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-850,BST_IxD_GNG,HZ06-MVPATE-850,BST_IxD_GNG,3430,2p65_BST_Ilim_0x0D  -1 <> 2p65_BST_Ilim_0x0D,0,1.6580869999999999,0.00503,12.711,2p65_BST_Ilim_0x0D  -1 <> 2p65_BST_Ilim_0x0D,0,1.637569,0.0107,5.213,2p65_BST_Ilim_0x0D  -1 <> 2p65_BST_Ilim_0x0D,0,1.674218,0.07,7.42E-01
HZ06-PSPEC2-28,Minimum Peak Input Current Limit,I LX_MIN,At minimum programmed setting,,1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-851,BST_IxE_GNG,HZ06-MVPATE-851,BST_IxE_GNG,3440,2p65_BST_Ilim_0x0E  -1 <> 2p65_BST_Ilim_0x0E,0,1.7096209999999998,0.00519,12.232,2p65_BST_Ilim_0x0E  -1 <> 2p65_BST_Ilim_0x0E,0,1.689039,0.0109,5.494,2p65_BST_Ilim_0x0E  -1 <> 2p65_BST_Ilim_0x0E,0,1.725139,0.0735,7.48E-01
HZ06-PSPEC2-29,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.65V ≤ V VBAT   ≤ 2.85V",,2.8,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-837,BST_Ix0_GNG,HZ06-MVPATE-837,BST_Ix0_GNG,3300,2p65_BST_Ilim_0x00  -1 <> 2p65_BST_Ilim_0x00,m,1000.0,4.575482,7.23,2p65_BST_Ilim_0x00  -1 <> 2p65_BST_Ilim_0x00,m,984.7599,9.239116000000001,2.697,2p65_BST_Ilim_0x00  -1 <> 2p65_BST_Ilim_0x00,m,1020.0,25.98999,8.82E-01
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-838,BST_Ix1_GNG,HZ06-MVPATE-838,BST_Ix1_GNG,3310,2p65_BST_Ilim_0x01  -1 <> 2p65_BST_Ilim_0x01,m,1050.0,4.573657,14.565,2p65_BST_Ilim_0x01  -1 <> 2p65_BST_Ilim_0x01,m,1030.0,9.788427,6.232,2p65_BST_Ilim_0x01  -1 <> 2p65_BST_Ilim_0x01,m,1070.0,28.99318,2.066
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-839,BST_Ix2_GNG,HZ06-MVPATE-839,BST_Ix2_GNG,3320,2p65_BST_Ilim_0x02  -1 <> 2p65_BST_Ilim_0x02,m,1100.0,4.350211,15.294,2p65_BST_Ilim_0x02  -1 <> 2p65_BST_Ilim_0x02,m,1080.0,10.29457,5.902,2p65_BST_Ilim_0x02  -1 <> 2p65_BST_Ilim_0x02,m,1120.0,32.1571,1.873
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-852,BST_Ix3F_GNG,HZ06-MVPATE-852,BST_Ix3F_GNG,3930,2p65_BST_Ilim_0x3F  -1 <> 2p65_BST_Ilim_0x3F,0,4.105454,0.0134,10.031,2p65_BST_Ilim_0x3F  -1 <> 2p65_BST_Ilim_0x3F,0,0.7490000000000001,0.402,n/a,2p65_BST_Ilim_0x3F  -1 <> 2p65_BST_Ilim_0x3F,0,4.146601,0.0198,n/a
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-840,BST_Ix3_GNG,HZ06-MVPATE-840,BST_Ix3_GNG,3330,2p65_BST_Ilim_0x03  -1 <> 2p65_BST_Ilim_0x03,m,1150.0,4.445724,14.953,2p65_BST_Ilim_0x03  -1 <> 2p65_BST_Ilim_0x03,m,1130.0,10.42189,5.806,2p65_BST_Ilim_0x03  -1 <> 2p65_BST_Ilim_0x03,m,1170.0,35.214,1.717
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-841,BST_Ix4_GNG,HZ06-MVPATE-841,BST_Ix4_GNG,3340,2p65_BST_Ilim_0x04  -1 <> 2p65_BST_Ilim_0x04,0,1.2025549999999998,0.0044399999999999995,14.814,2p65_BST_Ilim_0x04  -1 <> 2p65_BST_Ilim_0x04,0,1.184806,0.0107,5.745,2p65_BST_Ilim_0x04  -1 <> 2p65_BST_Ilim_0x04,0,1.221767,0.0391,1.52
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-842,BST_Ix5_GNG,HZ06-MVPATE-842,BST_Ix5_GNG,3350,2p65_BST_Ilim_0x05  -1 <> 2p65_BST_Ilim_0x05,0,1.2522520000000001,0.00461,14.287,2p65_BST_Ilim_0x05  -1 <> 2p65_BST_Ilim_0x05,0,1.233744,0.0106,5.439,2p65_BST_Ilim_0x05  -1 <> 2p65_BST_Ilim_0x05,0,1.271184,0.0423,1.331
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-843,BST_Ix6_GNG,HZ06-MVPATE-843,BST_Ix6_GNG,3360,2p65_BST_Ilim_0x06  -1 <> 2p65_BST_Ilim_0x06,0,1.3033620000000001,0.00447,14.668,2p65_BST_Ilim_0x06  -1 <> 2p65_BST_Ilim_0x06,0,1.2850549999999998,0.0107,5.476,2p65_BST_Ilim_0x06  -1 <> 2p65_BST_Ilim_0x06,0,1.32178,0.0458,1.225
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-844,BST_Ix7_GNG,HZ06-MVPATE-844,BST_Ix7_GNG,3370,2p65_BST_Ilim_0x07  -1 <> 2p65_BST_Ilim_0x07,0,1.3538219999999999,0.0046,14.208,2p65_BST_Ilim_0x07  -1 <> 2p65_BST_Ilim_0x07,0,1.335191,0.0107,5.475,2p65_BST_Ilim_0x07  -1 <> 2p65_BST_Ilim_0x07,0,1.371853,0.0491,1.073
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-845,BST_Ix8_GNG,HZ06-MVPATE-845,BST_Ix8_GNG,3380,2p65_BST_Ilim_0x08  -1 <> 2p65_BST_Ilim_0x08,0,1.406616,0.00491,13.121,2p65_BST_Ilim_0x08  -1 <> 2p65_BST_Ilim_0x08,0,1.387823,0.0108,5.512,2p65_BST_Ilim_0x08  -1 <> 2p65_BST_Ilim_0x08,0,1.424203,0.0527,1.049
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-846,BST_Ix9_GNG,HZ06-MVPATE-846,BST_Ix9_GNG,3390,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,0,1.454283,0.00483,13.498,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,0,1.434991,0.0107,5.148,2p65_BST_Ilim_0x09  -1 <> 2p65_BST_Ilim_0x09,0,1.471694,0.0559,9.43E-01
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-847,BST_IxA_GNG,HZ06-MVPATE-847,BST_IxA_GNG,3400,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,0,1.505123,0.00475,10.165,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,0,1.4856770000000001,0.0106,3.787,2p65_BST_Ilim_0x0A  -1 <> 2p65_BST_Ilim_0x0A,0,1.522229,0.0594,6.33E-01
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-848,BST_IxB_GNG,HZ06-MVPATE-848,BST_IxB_GNG,3410,2p65_BST_Ilim_0x0B  -1 <> 2p65_BST_Ilim_0x0B,0,1.554985,0.0047799999999999995,13.602,2p65_BST_Ilim_0x0B  -1 <> 2p65_BST_Ilim_0x0B,0,1.534992,0.0106,5.197,2p65_BST_Ilim_0x0B  -1 <> 2p65_BST_Ilim_0x0B,0,1.5719040000000002,0.0628,8.39E-01
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-849,BST_IxC_GNG,HZ06-MVPATE-849,BST_IxC_GNG,3420,2p65_BST_Ilim_0x0C  -1 <> 2p65_BST_Ilim_0x0C,0,1.609019,0.00484,13.141,2p65_BST_Ilim_0x0C  -1 <> 2p65_BST_Ilim_0x0C,0,1.5887360000000001,0.0109,5.154,2p65_BST_Ilim_0x0C  -1 <> 2p65_BST_Ilim_0x0C,0,1.625326,0.0666,7.75E-01
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-850,BST_IxD_GNG,HZ06-MVPATE-850,BST_IxD_GNG,3430,2p65_BST_Ilim_0x0D  -1 <> 2p65_BST_Ilim_0x0D,0,1.6580869999999999,0.00503,12.711,2p65_BST_Ilim_0x0D  -1 <> 2p65_BST_Ilim_0x0D,0,1.637569,0.0107,5.213,2p65_BST_Ilim_0x0D  -1 <> 2p65_BST_Ilim_0x0D,0,1.674218,0.07,7.42E-01
HZ06-PSPEC2-30,Maximum Peak Input Current Limit,I LX_MAX,"Maximum usable programmed limit, 2.85V < V VBAT  ≤ 5.5V",,4.1,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-851,BST_IxE_GNG,HZ06-MVPATE-851,BST_IxE_GNG,3440,2p65_BST_Ilim_0x0E  -1 <> 2p65_BST_Ilim_0x0E,0,1.7096209999999998,0.00519,12.232,2p65_BST_Ilim_0x0E  -1 <> 2p65_BST_Ilim_0x0E,0,1.689039,0.0109,5.494,2p65_BST_Ilim_0x0E  -1 <> 2p65_BST_Ilim_0x0E,0,1.725139,0.0735,7.48E-01
HZ06-PSPEC2-31,Input Current Limit Step,,(TODO: Internal spec for Apollo version),,50,,"V - Not Production Tested, Characterized by Bench (GBDC)",No,,,,,
HZ06-PSPEC2-306,Input Current Limit Step,,,,100,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-332,Input Current Limit Accuracy,,"T A  = 25°C, tested at V VBAT  = 2.65V, 3.7V, and 5.5V, each V VBAT  level tested at BST_ILIM = minimum and maximum, 1.00A ≤ BST_ILIM ≤ 2.00A",-9,,11,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-333,Input Current Limit Accuracy,,"T A  = 25°C, tested at V VBAT  = 2.65V, 3.7V, and 5.5V, each V VBAT  level tested at BST_ILIM = minimum and maximum, 2.05A ≤ BST_ILIM ≤ 4.10A",-8,,9,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
